LOTE,Orden en el encadenado,LOTE parental,ID Bioreactor,Fecha/hora inicio,Fecha/hora fin,Volumen de inóculo utilizado,Turbidez inicio cultivo,Turbidez fin cultivo,Viabilidad inicial cultivo,Viabilidad final cultivo,ID Centrífuga,Centrifugación 1 turbidez,Centrifugación 2 turbidez,Producto 1,Producto 2,Temperatura almacén principal (inicio),Humedad almacén principal (inicio),Temperatura almacén producción (inicio),Humedad almacén producción (inicio),Temperatura almacén principal (fin),Humedad almacén principal (fin),Temperatura almacén producción (fin),Humedad almacén producción (fin)
23132,1,0,13170,2023-12-04 07:00:00,2023-12-06 07:40:00,88.0,17.84,86.4,6370000.0,200000000.0,12912,31.7,21.4,2107.7,5.8,22.54405707,38.14380646,19.68142319,38.42592621,22.15386446,39.21440887,19.88397026,39.9160881
23133,1,0,14614,2023-12-04 07:00:00,2023-12-06 07:45:00,85.2,15.76,79.28,6170000.0,209000000.0,14246,27.8,36.1,1899.6,7.0,22.54405707,38.14380646,19.68142319,38.42592621,22.15386446,39.21440887,19.88397026,39.9160881
23134,2,23124,14615,2023-11-29 12:35:00,2023-12-01 09:45:00,80.0,19.04,77.92,12200000.0,193000000.0,14246,28.9,37.1,1517.9,5.8,23.50621796,42.16218185,20.22395706,46.60738066,22.0594635,45.54397964,20.35416603,51.44853536
23135,2,23125,14616,2023-11-29 12:55:00,2023-12-01 10:00:00,80.0,19.92,80.8,7500000.0,175000000.0,17825,32.0,8.2,1937.7,6.7,23.50621796,42.16218185,20.22395706,46.60738066,22.0594635,45.54397964,20.35416603,51.44853536
23136,1,0,13170,2023-12-18 08:40:00,2023-12-20 08:30:00,83.2,16.48,71.12,6430000.0,210000000.0,12912,27.5,17.6,1460.4,5.0,21.01779175,31.24308682,20.5567131,31.89753032,21.84627787,32.96658989,20.56266456,33.01504517
23137,1,0,14614,2023-12-18 13:55:00,2023-12-20 10:15:00,81.6,16.16,57.76,11200000.0,280000000.0,14246,26.9,20.1,526.4,4.2,22.57667542,30.24811935,19.60908508,31.27170181,22.20052338,32.77994537,20.62724304,32.5653098
23138,1,0,14615,2023-12-19 06:50:00,2023-12-21 10:20:00,80.0,16.16,71.68,3540000.0,169000000.0,12912,26.1,19.8,1468.9,4.9,21.94371796,30.9823494,19.49696159,32.08911896,22.17881775,33.84693146,20.75925827,33.82522964
23139,1,0,14616,2023-12-19 13:15:00,2023-12-21 09:30:00,80.0,15.92,75.92,3580000.0,173000000.0,17825,27.0,19.9,1468.9,6.2,23.11559296,30.63150978,19.60908508,31.40914345,21.8689949,33.79212993,19.53855515,36.54513931
24004,1,0,14615,2024-01-16 11:30:00,2024-01-18 09:15:00,84.0,18.32,76.88,3770000.0,153000000.0,14246,28.8,19.4,1385.6,4.2,22.4500885,41.76793671,20.83159637,39.60317615,20.21122742,41.75347137,20.39937782,44.64699173
24003,1,0,14614,2024-01-17 09:05:00,2024-01-19 08:40:00,82.4,15.52,77.2,3980000.0,209000000.0,17825,33.0,28.3,1275.8,4.2,21.80265808,45.13165283,20.01779556,50.99826431,19.30531491,43.79701996,19.67418861,44.24551392
24005,1,0,14616,2024-01-20 08:15:00,2024-01-22 08:00:00,82.4,16.64,87.2,4610000.0,194000000.0,17825,29.4,22.7,1419.7,4.9,21.40861396,37.06597137,19.80982399,39.21643522,21.77354791,33.60821533,20.11331872,33.22279708
24007,1,0,14617,2024-01-20 08:25:00,2024-01-22 08:00:00,80.0,16.08,88.8,3640000.0,181000000.0,12912,28.5,23.4,1640.4,6.2,21.40861396,37.06597137,19.80982399,39.21643522,21.77354791,33.60821533,20.11331872,33.22279708
24008,1,0,14615,2024-01-20 08:25:00,2024-01-22 08:00:00,82.4,17.12,84.8,3510000.0,172000000.0,14246,29.8,21.0,1575.4,5.4,21.40861396,37.06597137,19.80982399,39.21643522,21.77354791,33.60821533,20.11331872,33.22279708
24011,1,0,13189,2024-01-22 08:00:00,2024-01-24 08:20:00,80.0,18.32,74.08,26500000.0,177000000.0,12912,27.9,26.9,1571.3,6.6,21.77354791,33.60821533,20.11331872,33.22279708,22.18243408,41.76432037,20.61221234,42.43530968
24016,2,0,14616,2024-01-22 11:20:00,2024-01-24 09:00:00,80.0,21.44,93.6,8770000.0,211000000.0,17825,34.5,34.0,1671.8,8.2,22.85517883,33.604599,20.48799133,35.39014064,20.34867096,42.32132721,20.53696104,42.40367436
24017,2,0,14617,2024-01-22 11:00:00,2024-01-24 08:15:00,80.0,19.84,84.8,13100000.0,170000000.0,14246,29.0,23.4,1807.0,8.0,22.85517883,33.604599,20.48799133,35.39014064,22.18243408,41.76432037,20.61221234,42.43530968
24009,1,0,14614,2024-01-23 06:45:00,2024-01-25 08:30:00,80.0,15.12,75.84,5130000.0,155000000.0,14246,27.6,19.3,1479.5,7.5,22.08008023,36.93214417,19.74471855,37.29942305,20.62716675,44.59273529,19.60908508,46.67245102
24012,1,0,13170,2024-01-23 06:45:00,2024-01-25 08:15:00,80.0,17.52,88.0,4010000.0,130000000.0,12912,31.9,24.1,1807.5,7.6,22.08008023,36.93214417,19.74471855,37.29942305,20.62716675,44.59273529,19.60908508,46.67245102
24010,1,0,13169,2024-01-27 07:10:00,2024-01-29 08:30:00,80.0,19.52,84.0,2590000.0,149000000.0,17825,33.6,27.4,1297.0,8.0,17.71918488,45.33056129,19.74652672,45.06655121,21.14438629,43.91275787,19.81163216,47.36689758
24020,1,0,13170,2024-01-27 07:10:00,2024-01-29 08:15:00,80.0,18.0,84.8,2300000.0,139000000.0,12912,29.8,20.2,2004.0,7.9,17.71918488,45.33056129,19.74652672,45.06655121,21.14438629,43.91275787,19.81163216,47.36689758
24022,2,24010,13169,2024-01-29 12:30:00,2024-01-31 08:30:00,80.0,18.8,84.0,8450000.0,156000000.0,17825,31.2,23.8,1816.2,9.2,22.32349396,43.24363327,19.74652672,48.03240585,19.04658508,43.25086975,20.69415474,39.90161896
24023,2,24020,13170,2024-01-29 11:15:00,2024-01-31 08:00:00,80.0,18.32,84.0,11800000.0,159000000.0,12912,28.2,24.2,1816.2,9.0,21.93286896,43.34128952,19.69425082,45.55678739,19.04658508,43.25086975,20.69415474,39.90161896
24019,1,0,14617,2024-02-03 07:00:00,2024-02-05 08:15:00,80.0,16.64,75.04,1680000.0,182000000.0,17825,29.9,18.6,1574.7,5.7,19.42997742,42.96151733,20.89308357,39.71147074,19.31061554,39.10228729,19.94907379,37.890625
24021,1,0,13169,2024-02-03 07:00:00,2024-02-05 09:15:00,80.0,15.6,71.6,1360000.0,164000000.0,12912,28.0,14.5,1493.8,6.6,19.42997742,42.96151733,20.89308357,39.71147074,19.30338287,39.35908508,19.94907379,38.54233594
24025,2,24021,13169,2024-02-05 12:25:00,2024-02-07 10:00:00,80.0,20.24,80.8,7790000.0,150000000.0,12912,30.3,20.0,1750.5,7.0,20.22569275,39.07696533,19.86046028,38.97569275,19.29253387,44.33232117,19.74652672,43.34642145
24014,1,0,14615,2024-02-10 07:20:00,2024-02-12 10:15:00,83.6,14.56,70.0,861000.0,154000000.0,12912,26.6,17.8,1590.7,5.0,21.67245483,40.14872742,19.88035202,47.13623021,19.30699921,37.75434113,19.73748589,41.68113327
24015,3,0,14616,2024-02-07 10:30:00,2024-02-09 09:10:00,80.0,20.8,73.76,15800000.0,164000000.0,12912,33.5,20.7,1621.4,4.5,19.29253387,44.33232117,19.74652672,43.34642145,19.98697662,40.02213287,20.01417732,42.8964119
24027,1,0,13170,2024-02-10 07:20:00,2024-02-12 10:55:00,83.6,18.72,72.88,872000.0,157000000.0,14246,31.2,16.3,1663.2,5.1,21.67245483,40.14872742,19.88035202,47.13623021,19.31784821,37.86284637,20.01417732,49.47974839
24028,2,24027,13170,2024-02-12 14:45:00,2024-02-14 11:45:00,80.0,19.68,80.8,8560000.0,164000000.0,14246,29.9,27.7,1935.3,8.1,20.35590363,37.19371796,20.2890625,44.37210464,20.4969635,38.89727783,20.14800262,45.96353912
24031,1,0,13169,2024-02-17 08:00:00,2024-02-19 07:45:00,80.0,14.8,78.88,2460000.0,196000000.0,14246,29.4,26.3,1812.5,6.9,23.09751129,40.26808167,19.60908508,50.10347126,22.70688629,39.73278046,19.74471855,48.03240585
24037,2,24031,13169,2024-02-19 11:20:00,2024-02-21 07:00:00,80.0,17.92,92.8,8330000.0,191000000.0,14246,28.1,23.0,1584.2,6.9,22.98900604,39.20833206,19.74471855,48.30367279,18.65596008,36.70905685,19.74652672,40.33564758
24038,3,24037,13169,2024-02-21 10:55:00,2024-02-23 07:15:00,80.0,19.6,84.0,8110000.0,217000000.0,14246,29.6,28.6,1324.6,6.2,19.44444275,36.6620369,19.74652672,41.55092621,19.921875,41.36400223,19.88397026,45.73205948
24035,1,0,14614,2024-03-02 07:30:00,2024-03-04 09:00:00,80.0,16.72,61.44,3940000.0,146000000.0,12912,28.2,12.1,970.8,3.0,19.82421875,36.79947662,19.74291039,39.93055344,21.16321657,31.95645142,19.60908508,36.5137141
24036,1,0,14617,2024-03-02 07:30:00,2024-03-04 09:00:00,80.0,14.4,61.2,5400000.0,149000000.0,14246,24.1,12.8,1194.5,4.1,19.82421875,36.79947662,19.74291039,39.93055344,21.16321657,31.95645142,19.60908508,36.5137141
24040,2,24036,14617,2024-03-04 13:00:00,2024-03-06 12:00:00,80.0,44.4,74.24,41600000.0,94900000.0,14246,31.4,20.8,1218.3,5.3,20.48249054,29.93460655,20.08651543,33.82764542,20.62455153,39.35300827,19.60908508,41.27603912
24041,1,0,13169,2024-03-09 08:10:00,2024-03-11 09:20:00,80.0,18.64,77.6,6740000.0,145000000.0,12912,31.2,19.8,1101.0,4.7,20.78269196,40.69126129,19.62174416,41.95601654,19.04658508,39.08535767,19.74652672,40.33203125
24042,1,0,14615,2024-03-09 08:10:00,2024-03-11 09:10:00,80.0,19.04,68.4,7500000.0,158000000.0,14246,30.1,15.0,1151.4,4.3,20.78269196,40.69126129,19.62174416,41.95601654,19.04658508,39.08535767,19.74652672,40.33203125
24046,2,24041,13169,2024-03-11 13:10:00,2024-03-13 10:50:00,80.0,19.92,88.0,8590000.0,157000000.0,12912,33.7,28.7,1783.8,7.8,20.49334717,38.01113892,20.15162086,39.78587723,20.4969635,40.41999435,19.88397026,43.84042358
24043,1,0,14614,2024-03-12 07:25:00,2024-03-14 08:25:00,80.0,19.44,69.68,4640000.0,133000000.0,14246,29.2,15.4,1254.6,4.7,21.02864838,38.41261292,19.81163216,42.8964119,21.25650787,39.60257721,19.68142319,44.79166412
24045,1,0,14616,2024-03-12 07:25:00,2024-03-14 09:15:00,80.0,17.52,72.48,5050000.0,139000000.0,12912,28.0,19.0,1573.5,5.8,21.02864838,38.41261292,19.81163216,42.8964119,20.91651917,40.68764496,19.74652672,44.65784073
24044,1,0,13170,2024-03-16 09:20:00,2024-03-18 08:01:00,83.6,19.28,77.52,5100000.0,161000000.0,14246,30.56,20.32,1528.7,5.4,21.29267883,43.11096573,19.60908508,52.22439194,22.45732117,41.61357117,20.3559742,52.34375
24047,2,24044,13170,2024-03-18 13:00:00,2024-03-20 07:00:00,80.0,18.24,86.4,9250000.0,223000000.0,14246,28.16,26.48,1794.3,6.6,21.40841675,41.46889496,19.94907379,51.67824173,22.05222321,44.56496048,20.2221489,51.15378952
24049,1,0,14617,2024-03-16 09:22:00,2024-03-18 08:23:00,84.0,18.88,72.64,5650000.0,165000000.0,12912,29.2,16.72,1342.8,4.9,21.29267883,43.11096573,19.60908508,52.22439194,22.45732117,41.61357117,20.3559742,52.34375
24050,1,0,14614,2024-03-23 08:57:00,2024-03-25 08:28:00,84.0,17.76,67.6,5560000.0,153000000.0,6379,29.44,26.56,1422.8,3.7,22.06669617,42.0078125,20.08651543,51.80483246,22.72858429,40.92997742,20.22395706,51.67462158
24051,1,0,13169,2024-03-23 08:57:00,2024-03-25 08:33:00,84.0,17.76,80.8,5160000.0,158000000.0,12912,36.64,18.56,1486.6,5.5,22.06669617,42.0078125,20.08651543,51.80483246,22.71050262,42.00419617,20.22395706,51.80844879
24052,2,24050,14614,2024-03-25 13:28:00,2024-03-27 08:51:00,86.0,17.28,69.04,8510000.0,148000000.0,14246,26.24,18.16,1857.3,6.0,23.37239838,42.44184113,20.22395706,46.22374001,19.44805908,37.1973381,19.74652672,44.69694986
24053,2,24051,13169,2024-03-25 12:27:00,2024-03-27 08:27:00,87.0,16.72,79.36,13900000.0,148000000.0,12912,26.56,20.4,1784.1,7.2,23.2421875,42.41290283,19.94907379,52.34375,19.46252441,37.86646271,19.61993599,45.63801956
