Lote;Fecha;Turbidez;Viabilidad;Glucosa g/L;;;;;;
23052;27/06/2023 15:30;55,12;1,01E+08;1,53;;;;;;
23052;27/06/2023 19:30;62,56;1,20E+08;1,46;;;;;;
23052;28/06/2023 6:15;73,04;1,85E+08;0,71;;;;;;
23052;28/06/2023 7:15;74,4;2,19E+08;0,69;;;;;;
23052;28/06/2023 9:30;72,88;1,89E+08;0,67;;;;;;
23053;26/06/2023 8:00;16,64;4,54E+06;2,10;;;;;;
23053;26/06/2023 12:00;17,04;7,67E+06;2,09;;;;;;
23053;26/06/2023 16:00;17,92;1,00E+07;2,16;;;;;;
23053;26/06/2023 20:00;20,08;2,02E+07;2,17;;;;;;
23053;27/06/2023 7:15;32,48;6,04E+07;1,07;;;;;;
23053;27/06/2023 11:30;39,52;8,11E+07;2,00;;;;;;
23053;27/06/2023 15:30;48,4;9,79E+07;1,54;;;;;;
23053;27/06/2023 19:30;56,8;1,07E+08;1,54;;;;;;
23053;28/06/2023 6:15;67,28;1,60E+08;0,87;;;;;;
23053;28/06/2023 7:15;70,72;1,95E+08;0,63;;;;;;
23053;28/06/2023 9:30;72,64;1,68E+08;0,61;;;;;;
23054;27/06/2023 8:15;17,04;3,99E+06;1,81;;;;;;
23054;27/06/2023 11:30;17,2;6,06E+06;1,81;;;;;;
23054;27/06/2023 15:30;18,08;8,99E+06;1,80;;;;;;
23054;27/06/2023 19:30;20,88;1,49E+08;1,99;;;;;;
23054;28/06/2023 7:00;31,36;4,57E+07;1,98;;;;;;
23054;28/06/2023 11:30;40,72;7,04E+07;1,60;;;;;;
23054;28/06/2023 15:30;50,56;1,13E+08;1,62;;;;;;
23054;28/06/2023 19:30;57,92;1,24E+08;1,54;;;;;;
23054;29/06/2023 6:30;66,88;1,66E+08;0,81;;;;;;
23054;29/06/2023 7:35;65,92;1,66E+08;0,70;;;;;;
23054;29/06/2023 8:15;65,28;1,93E+08;0,72;;;;;;
23055;27/06/2023 8:15;17,12;3,95E+06;1,92;;;;;;
23055;27/06/2023 11:30;17,04;5,64E+06;0,92;;;;;;
23055;27/06/2023 15:30;18,16;9,28E+06;1,84;;;;;;
23055;27/06/2023 19:30;20,08;9,25E+06;1,96;;;;;;
23055;28/06/2023 7:00;29,44;4,15E+07;2,06;;;;;;
23055;28/06/2023 11:30;38;5,14E+07;1,78;;;;;;
23055;28/06/2023 15:30;48,56;7,10E+07;1,74;;;;;;
23055;28/06/2023 19:30;59,68;1,33E+08;1,54;;;;;;
23055;29/06/2023 6:30;76,4;1,63E+08;0,81;;;;;;
23055;29/06/2023 7:35;79,52;1,42E+08;0,69;;;;;;
23055;29/06/2023 8:15;81,6;1,69E+08;0,77;;;;;;
23059;28/06/2023 13:00;21,84;5,19E+06;1,98;;;;;;
23059;28/06/2023 17:00;22;1,53E+07;2,07;;;;;;
23059;28/06/2023 21:00;23,52;8,09E+06;1,98;;;;;;
23059;29/06/2023 7:20;30,88;2,89E+07;2,13;;;;;;
23059;29/06/2023 11:20;39,28;4,04E+07;1,77;;;;;;
23059;29/06/2023 15:20;48,16;8,15E+07;1,59;;;;;;
23059;29/06/2023 19:20;58,48;1,17E+08;1,54;;;;;;
23059;30/06/2023 7:00;76,32;1,91E+08;0,54;;;;;;
23056;03/07/2023 9:00;18,72;7,31E+06;2,06;;;;;;
23056;03/07/2023 13:00;19,2;1,00E+07;1,99;;;;;;
23056;03/07/2023 17:00;20,8;1,43E+07;2,18;;;;;;
23056;03/07/2023 21:00;22,48;2,52E+07;2,07;;;;;;
23056;04/07/2023 8:00;38;4,85E+07;1,94;;;;;;
23056;04/07/2023 12:00;47,92;1,04E+08;1,72;;;;;;
23056;04/07/2023 16:00;57,36;9,89E+07;1,53;;;;;;
23056;04/07/2023 20:00;67,6;9,23E+07;1,18;;;;;;
23056;05/07/2023 6:00;78;1,55E+08;0,60;;;;;;
23056;05/07/2023 8:00;81,6;2,06E+08;0,47;;;;;;
23056;05/07/2023 10:00;89,6;9,12E+07;0,38;;;;;;
23057;03/07/2023 9:00;18,64;7,59E+06;2,06;;;;;;
23057;03/07/2023 13:00;18,16;1,05E+07;1,95;;;;;;
23057;03/07/2023 17:00;20,4;1,64E+07;2,18;;;;;;
23057;03/07/2023 21:00;21,92;2,01E+07;2,14;;;;;;
23057;04/07/2023 8:00;33,44;5,30E+07;2,05;;;;;;
23057;04/07/2023 12:00;42,08;1,01E+08;1,72;;;;;;
23057;04/07/2023 16:00;49,76;8,24E+07;1,56;;;;;;
23057;04/07/2023 20:00;60,96;1,01E+08;1,42;;;;;;
23057;05/07/2023 6:00;71,68;1,48E+08;0,87;;;;;;
23057;05/07/2023 8:00;73,6;1,73E+08;0,74;;;;;;
23057;05/07/2023 9:00;73,2;1,74E+08;0,75;;;;;;
23057;05/07/2023 11:15;73,04;1,42E+08;0,56;;;;;;
23060;04/07/2023 8:00;15,04;4,67E+06;1,98;;;;;;
23060;04/07/2023 12:00;15,68;4,67E+06;2,06;;;;;;
23060;04/07/2023 16:00;16,88;1,15E+07;2,14;;;;;;
23060;04/07/2023 20:00;18,56;1,85E+07;1,98;;;;;;
23060;05/07/2023 6:15;26,96;5,89E+07;1,93;;;;;;
23060;05/07/2023 10:30;32,72;7,64E+07;1,92;;;;;;
23060;05/07/2023 14:15;40,24;9,07E+07;1,79;;;;;;
23060;05/07/2023 18:15;50,48;1,05E+08;1,56;;;;;;
23060;06/07/2023 6:00;70,64;1,68E+08;0,98;;;;;;
23060;06/07/2023 7:00;71,28;1,63E+08;0,90;;;;;;
23060;06/07/2023 8:00;71,76;1,41E+08;0,87;;;;;;
23060;06/07/2023 10:30;74,32;1,67E+08;0,79;;;;;;
23061;04/07/2023 8:00;17,84;5,09E+06;2,03;;;;;;
23061;04/07/2023 12:00;18,4;4,79E+06;2,07;;;;;;
23061;04/07/2023 16:00;19,52;1,29E+07;1,95;;;;;;
23061;04/07/2023 20:00;21,2;2,25E+07;1,87;;;;;;
23061;05/07/2023 6:15;30,96;6,56E+07;2,48;;;;;;
23061;05/07/2023 10:30;39,44;1,00E+08;1,75;;;;;;
23061;05/07/2023 14:15;47,44;9,49E+07;1,54;;;;;;
23061;05/07/2023 18:15;56,4;1,13E+08;1,27;;;;;;
23061;06/07/2023 6:00;73,2;1,39E+08;0,70;;;;;;
23061;06/07/2023 7:00;75,04;1,45E+08;0,68;;;;;;
23061;06/07/2023 8:00;73,36;1,45E+08;0,55;;;;;;
23061;06/07/2023 10:30;75,52;1,58E+08;0,42;;;;;;
P23273;05/07/2023 13:40;20,4;1,18E+07;1,95;;;;;;
P23273;05/07/2023 17:40;20,48;1,17E+07;1,87;;;;;;
P23273;06/07/2023 8:00;28,48;4,05E+07;1,89;;;;;;
P23273;06/07/2023 12:00;32,88;5,51E+07;1,62;;;;;;
P23273;06/07/2023 16:00;42,8;7,17E+07;1,57;;;;;;
P23273;06/07/2023 20:00;50,24;7,38E+07;1,45;;;;;;
P23273;07/07/2023 6:30;66,4;1,65E+08;0,99;;;;;;
P23273;07/07/2023 8:30;67,52;1,73E+08;0,83;;;;;;
P23273;07/07/2023 11:00;69,76;1,69E+08;0,72;;;;;;
P23273;07/07/2023 12:00;70;1,89E+08;0,64;;;;;;
P23273;07/07/2023 14:30;75,12;1,59E+08;0,51;;;;;;
23062;10/07/2023 8:00;16,96;5,42E+06;1,86;;;;;;
23062;10/07/2023 12:00;18,16;6,94E+07;1,01;;;;;;
23062;10/07/2023 16:00;18,88;9,87E+06;2,14;;;;;;
23062;10/07/2023 20:00;19,6;1,35E+07;2,10;;;;;;
23062;11/07/2023 6:45;25,12;4,18E+07;1,96;;;;;;
23062;11/07/2023 11:00;28,64;6,10E+07;1,96;;;;;;
23062;11/07/2023 15:00;36,64;7,28E+07;1,89;;;;;;
23062;11/07/2023 19:00;43,2;6,46E+07;1,77;;;;;;
23062;12/07/2023 6:00;64;1,61E+08;1,30;;;;;;
23062;12/07/2023 7:45;65,36;1,67E+08;1,13;;;;;;
23062;12/07/2023 8:45;66,56;1,66E+08;1,13;;;;;;
23062;12/07/2023 11:15;69,2;1,23E+08;1,02;;;;;;
23063;10/07/2023 8:00;17,6;4,86E+06;1,98;;;;;;
23063;10/07/2023 12:00;18,48;8,25E+06;1,97;;;;;;
23063;10/07/2023 16:00;18,96;9,41E+06;2,02;;;;;;
23063;10/07/2023 20:00;19,84;1,61E+07;2,05;;;;;;
23063;11/07/2023 6:45;26;4,47E+07;1,84;;;;;;
23063;11/07/2023 11:00;30,56;6,58E+07;1,84;;;;;;
23063;11/07/2023 15:00;37,12;7,38E+07;1,74;;;;;;
23063;11/07/2023 19:00;45,04;7,61E+07;1,67;;;;;;
23063;12/07/2023 6:00;60,32;1,41E+08;1,11;;;;;;
23063;12/07/2023 7:45;63,36;1,34E+08;1,06;;;;;;
23063;12/07/2023 8:45;65,04;1,38E+08;1,01;;;;;;
23063;12/07/2023 10:00;66,32;1,70E+08;0,94;;;;;;
23063;12/07/2023 11:15;68,32;1,14E+08;0,90;;;;;;
23063;12/07/2023 13:00;66,24;1,53E+08;0,81;;;;;;
23064;11/07/2023 8:00;16,48;5,51E+06;1,97;;;;;;
23064;11/07/2023 12:00;16,56;9,71E+06;1,94;;;;;;
23064;11/07/2023 16:00;17,68;1,16E+07;2,11;;;;;;
23064;11/07/2023 20:00;18,08;1,79E+07;2,17;;;;;;
23064;12/07/2023 6:30;27,28;4,18E+07;1,96;;;;;;
23064;12/07/2023 10:40;32,8;6,75E+07;1,95;;;;;;
23064;12/07/2023 14:30;45,28;9,23E+07;1,67;;;;;;
23064;12/07/2023 18:30;55,04;1,83E+08;1,43;;;;;;
23064;13/07/2023 6:15;77,6;1,38E+08;0,78;;;;;;
23064;13/07/2023 7:15;80,8;1,73E+08;0,68;;;;;;
23064;13/07/2023 8:00;81,6;1,18E+08;0,61;;;;;;
23064;13/07/2023 10:00;81,6;1,83E+08;0,48;;;;;;
23065;11/07/2023 8:00;18,88;4,74E+06;1,99;;;;;;
23065;11/07/2023 12:00;19,04;9,36E+06;1,86;;;;;;
23065;11/07/2023 16:00;19,92;1,39E+07;1,96;;;;;;
23065;11/07/2023 20:00;21,2;1,59E+07;2,02;;;;;;
23065;12/07/2023 6:30;28,4;5,18E+07;2,01;;;;;;
23065;12/07/2023 10:40;34,72;4,89E+07;1,98;;;;;;
23065;12/07/2023 14:30;42,72;8,50E+07;1,73;;;;;;
23065;12/07/2023 18:30;52,96;1,58E+08;1,60;;;;;;
23065;13/07/2023 6:15;74,8;1,18E+08;0,88;;;;;;
23065;13/07/2023 7:15;75,12;1,37E+08;0,83;;;;;;
23065;13/07/2023 9:00;74,88;1,50E+08;0,68;;;;;;
23065;13/07/2023 11:00;75,04;1,61E+08;0,55;;;;;;
23067;17/07/2023 8:00;18,08;6,87E+06;1,74;;;;;;
23067;17/07/2023 12:00;18,16;1,17E+07;1,94;;;;;;
23067;17/07/2023 16:00;19,2;1,55E+07;1,91;;;;;;
23067;17/07/2023 20:00;19,36;2,74E+07;2,10;;;;;;
23067;18/07/2023 7:00;27,52;8,03E+07;1,82;;;;;;
23067;18/07/2023 11:00;33,52;8,59E+07;1,72;;;;;;
23067;18/07/2023 15:00;40,56;1,22E+08;1,71;;;;;;
23067;18/07/2023 19:00;47,12;2,19E+08;1,35;;;;;;
23067;19/07/2023 6:00;60,48;2,28E+08;0,93;;;;;;
23067;19/07/2023 7:15;60,32;1,44E+08;0,68;;;;;;
23067;19/07/2023 8:30;61,2;1,89E+08;0,83;;;;;;
23067;19/07/2023 9:30;60,72;1,53E+08;0,75;;;;;;
23067;19/07/2023 11:30;60,56;1,55E+08;0,68;;;;;;
23068;18/07/2023 8:10;16,4;7,18E+06;1,81;;;;;;
23068;18/07/2023 12:10;15,44;1,18E+07;2,02;;;;;;
23068;18/07/2023 16:10;16,96;1,80E+07;1,95;;;;;;
23068;18/07/2023 20:10;18,08;2,90E+07;1,98;;;;;;
23068;19/07/2023 6:30;25,68;8,83E+07;2,07;;;;;;
23068;19/07/2023 10:30;32,32;8,39E+07;1,89;;;;;;
23068;19/07/2023 14:30;43,36;8,75E+07;1,68;;;;;;
23068;19/07/2023 18:30;50,08;1,93E+08;1,37;;;;;;
23068;20/07/2023 6:15;69,44;1,96E+08;0,65;;;;;;
23068;20/07/2023 7:15;72,96;1,58E+08;0,73;;;;;;
23068;20/07/2023 9:45;75,68;1,42E+08;0,54;;;;;;
23069;18/07/2023 8:10;17,04;6,83E+06;1,95;;;;;;
23069;18/07/2023 12:10;16,48;1,19E+07;1,81;;;;;;
23069;18/07/2023 16:10;18,24;1,58E+07;1,84;;;;;;
23069;18/07/2023 20:10;19,28;2,25E+07;2,02;;;;;;
23069;19/07/2023 6:30;25,6;8,13E+07;1,95;;;;;;
23069;19/07/2023 10:30;28,88;8,23E+07;1,81;;;;;;
23069;19/07/2023 14:30;39,28;5,70E+07;1,63;;;;;;
23069;19/07/2023 18:30;46,32;1,60E+08;1,54;;;;;;
23069;20/07/2023 6:15;62,96;1,95E+08;0,94;;;;;;
23069;20/07/2023 7:15;63,6;1,53E+08;0,82;;;;;;
23069;20/07/2023 9:45;64,8;1,28E+08;0,70;;;;;;
23066;24/07/2023 9:15;14,64;6,19E+06;1,98;;;;;;
23066;24/07/2023 13:00;15,44;1,11E+07;1,96;;;;;;
23066;24/07/2023 17:00;16,96;2,95E+07;2,14;;;;;;
23066;24/07/2023 21:00;18,56;3,08E+07;1,98;;;;;;
23066;25/07/2023 8:40;35,6;1,24E+08;1,84;;;;;;
23066;25/07/2023 12:00;42,08;1,16E+08;1,58;;;;;;
23066;25/07/2023 16:00;51,52;1,36E+08;1,26;;;;;;
23066;25/07/2023 20:00;57,28;1,21E+08;1,06;;;;;;
23066;26/07/2023 7:00;66;1,73E+08;0,34;;;;;;
23066;26/07/2023 8:10;68,88;1,72E+08;0,26;;;;;;
23066;26/07/2023 10:00;65,36;1,14E+08;0,18;;;;;;
23070;24/07/2023 9:15;17,52;6,09E+06;2,07;;;;;;
23070;24/07/2023 13:00;18,72;1,11E+07;1,98;;;;;;
23070;24/07/2023 17:00;19,76;2,34E+07;1,99;;;;;;
23070;24/07/2023 21:00;21,52;2,53E+07;2,02;;;;;;
23070;25/07/2023 8:40;33,44;8,05E+07;1,78;;;;;;
23070;25/07/2023 12:00;38,8;8,09E+07;1,72;;;;;;
23070;25/07/2023 16:00;48,56;1,03E+08;1,50;;;;;;
23070;25/07/2023 20:00;52,56;1,20E+08;1,24;;;;;;
23070;26/07/2023 7:00;61,92;1,66E+08;0,74;;;;;;
23070;26/07/2023 8:10;62,72;9,12E+07;0,67;;;;;;
23070;26/07/2023 10:00;63,68;1,10E+08;0,52;;;;;;
23071;25/07/2023 7:45;18;5,53E+06;2,04;;;;;;
23071;25/07/2023 11:20;18,32;8,13E+06;1,91;;;;;;
23071;25/07/2023 15:30;19,36;1,38E+07;2,03;;;;;;
23071;25/07/2023 19:30;21,28;1,60E+07;1,87;;;;;;
23071;26/07/2023 7:20;34;7,79E+07;1,83;;;;;;
23071;26/07/2023 11:15;42,32;7,92E+07;1,64;;;;;;
23071;26/07/2023 15:20;51,12;8,07E+07;1,46;;;;;;
23071;26/07/2023 19:20;60,88;1,10E+08;1,21;;;;;;
23071;27/07/2023 6:20;74,88;1,41E+08;0,51;;;;;;
23071;27/07/2023 7:20;77,2;1,74E+08;0,45;;;;;;
23071;27/07/2023 9:45;77,36;1,11E+08;0,26;;;;;;
23072;25/07/2023 7:45;16,64;5,37E+06;2,04;;;;;;
23072;25/07/2023 11:20;17,04;8,90E+06;1,88;;;;;;
23072;25/07/2023 15:30;18,32;1,30E+07;1,90;;;;;;
23072;25/07/2023 19:30;20,32;1,74E+07;1,87;;;;;;
23072;26/07/2023 7:20;31,36;7,89E+07;1,75;;;;;;
23072;26/07/2023 11:15;38,4;7,39E+07;1,65;;;;;;
23072;26/07/2023 15:20;47,28;6,97E+07;1,57;;;;;;
23072;26/07/2023 19:20;54,8;1,10E+08;1,40;;;;;;
23072;27/07/2023 6:20;69,28;1,29E+08;0,63;;;;;;
23072;27/07/2023 7:20;69,04;1,38E+08;0,54;;;;;;
23072;27/07/2023 9:45;69,68;8,03E+07;0,38;;;;;;
23073;31/07/2023 10:00;17,76;6,86E+06;1,97;;;;;;
23073;31/07/2023 14:00;18,32;1,11E+07;1,90;;;;;;
23073;31/07/2023 18:00;19,28;2,76E+07;2,02;;;;;;
23073;01/08/2023 8:15;32,32;6,59E+07;1,70;;;;;;
23073;01/08/2023 12:30;42,72;9,28E+07;1,52;;;;;;
23073;01/08/2023 16:30;50,88;1,82E+08;1,48;;;;;;
23073;01/08/2023 20:30;55,92;1,04E+08;1,23;;;;;;
23073;02/08/2023 7:00;71,6;8,35E+07;0,51;;;;;;
23073;02/08/2023 8:45;70,24;1,48E+08;0,46;;;;;;
23073;02/08/2023 9:45;71,52;1,60E+08;0,40;;;;;;
23073;02/08/2023 11:45;73,84;7,72E+07;0,26;;;;;;
23075;31/07/2023 10:00;17,84;6,99E+06;1,74;;;;;;
23075;31/07/2023 14:00;18,56;1,02E+07;1,78;;;;;;
23075;31/07/2023 18:00;19,6;2,21E+07;1,89;;;;;;
23075;01/08/2023 8:15;35,44;8,56E+07;1,78;;;;;;
23075;01/08/2023 12:30;39,2;7,90E+07;1,54;;;;;;
23075;01/08/2023 16:30;46,24;1,55E+08;1,43;;;;;;
23075;01/08/2023 20:30;53,28;7,57E+07;1,12;;;;;;
23075;02/08/2023 7:00;68,64;1,13E+08;0,57;;;;;;
23075;02/08/2023 8:45;70,48;1,26E+08;0,50;;;;;;
23075;02/08/2023 9:45;70,64;1,49E+08;0,46;;;;;;
23075;02/08/2023 11:45;75,36;1,05E+08;0,30;;;;;;
23074;01/08/2023 0:00;17,28;5,01E+06;1,99;;;;;;
23074;01/08/2023 12:20;17,84;1,11E+07;2,10;;;;;;
23074;01/08/2023 16:20;19,76;1,78E+07;2,07;;;;;;
23074;01/08/2023 20:20;21,92;2,42E+07;2,27;;;;;;
23074;02/08/2023 7:20;35,12;1,01E+08;2,15;;;;;;
23074;02/08/2023 11:20;40,72;1,12E+08;1,93;;;;;;
23074;02/08/2023 15:20;47,36;9,63E+07;1,74;;;;;;
23074;02/08/2023 19:20;53,04;1,17E+08;1,61;;;;;;
23074;03/08/2023 6:05;59,44;1,42E+08;1,03;;;;;;
23074;03/08/2023 7:05;59,28;1,69E+08;0,89;;;;;;
23074;03/08/2023 8:40;60,08;1,84E+08;0,70;;;;;;
23074;03/08/2023 10:45;59,68;1,35E+08;0,54;;;;;;
23076;01/08/2023 8:00;17,92;5,78E+06;1,83;;;;;;
23076;01/08/2023 12:20;18,4;7,99E+06;1,78;;;;;;
23076;01/08/2023 16:20;20,08;1,94E+07;2,00;;;;;;
23076;01/08/2023 20:20;21,44;1,75E+07;1,92;;;;;;
23076;02/08/2023 7:20;31,28;5,69E+07;1,78;;;;;;
23076;02/08/2023 11:20;41,04;7,32E+07;1,78;;;;;;
23076;02/08/2023 15:20;51,12;7,47E+07;1,62;;;;;;
23076;02/08/2023 19:20;58,16;9,81E+07;1,33;;;;;;
23076;03/08/2023 6:05;73,76;1,29E+08;0,74;;;;;;
23076;03/08/2023 7:05;77,2;1,76E+08;0,66;;;;;;
23076;03/08/2023 9:20;77,36;1,40E+08;0,58;;;;;;
23077;04/09/2023 12:15;26,24;4,51E+06;2,104;;;;;;
23077;04/09/2023 16:15;18,96;1,00E+07;1,784;;;;;;
23077;04/09/2023 20:00;20,24;2,04E+07;2,032;;;;;;
23077;05/09/2023 6:45;28,48;5,73E+07;2,072;;;;;;
23077;05/09/2023 11:00;35,12;6,61E+07;1,824;;;;;;
23077;05/09/2023 14:45;42,8;8,44E+07;1,968;;;;;;
23077;05/09/2023 18:45;49,36;1,38E+08;1,896;;;;;;
23077;06/09/2023 6:20;66,72;1,20E+08;1,16;;;;;;
23077;06/09/2023 7:40;67,36;1,29E+08;0,856;;;;;;
23077;06/09/2023 10:00;67,76;1,38E+08;0,848;;;;;;
23077;06/09/2023 11:00;67,92;1,55E+08;0,76;;;;;;
23077;06/09/2023 11:45;70,96;1,58E+08;0,752;;;;;;
23077;06/09/2023 13:00;70,56;1,65E+08;0,76;;;;;;
23078;04/09/2023 8:10;18;6,68E+06;1,944;;;;;;
23078;04/09/2023 12:00;18,64;1,09E+07;2,216;;;;;;
23078;04/09/2023 16:00;20,32;1,11E+07;1,568;;;;;;
23078;04/09/2023 20:00;21,2;2,28E+07;2,048;;;;;;
23078;05/09/2023 6:45;29,84;7,18E+07;1,232;;;;;;
23078;05/09/2023 11:00;36,32;7,06E+07;1,728;;;;;;
23078;05/09/2023 14:45;43,92;7,80E+07;1,736;;;;;;
23078;05/09/2023 18:45;4,96;1,17E+08;1,504;;;;;;
23078;06/09/2023 6:20;69,04;8,85E+07;0,808;;;;;;
23078;06/09/2023 7:40;70,56;1,06E+08;0,68;;;;;;
23078;06/09/2023 9:00;73,2;1,47E+08;0,656;;;;;;
23078;06/09/2023 11:00;76,4;1,66E+08;0,568;;;;;;
23079;05/09/2023 8:30;18,64;5,28E+06;1,88;;;;;;
23079;05/09/2023 12:30;19,92;6,93E+06;1,88;;;;;;
23079;05/09/2023 16:30;20,72;1,49E+07;2,144;;;;;;
23079;05/09/2023 20:30;22,32;2,39E+07;2,024;;;;;;
23079;06/09/2023 6:45;31,6;5,36E+07;1,64;;;;;;
23079;06/09/2023 10:45;36,88;6,25E+07;1,624;;;;;;
23079;06/09/2023 14:45;46,32;7,41E+07;1,456;;;;;;
23079;06/09/2023 18:45;54,24;1,31E+08;1,24;;;;;;
23079;07/09/2023 6:30;74,24;1,31E+08;0,632;;;;;;
23079;07/09/2023 7:40;79,92;1,16E+08;0,576;;;;;;
23079;07/09/2023 9:00;84,8;1,46E+08;0,56;;;;;;
23079;07/09/2023 10:35;81,6;1,33E+08;NaN;;;;;;
23080;05/09/2023 8:30;18,8;5,33E+06;1,944;;;;;;
23080;05/09/2023 12:30;19,2;8,17E+06;1,52;;;;;;
23080;05/09/2023 16:30;20,08;1,44E+07;2,016;;;;;;
23080;05/09/2023 20:30;21,68;2,23E+07;2,136;;;;;;
23080;06/09/2023 6:45;31,04;5,25E+07;1,616;;;;;;
23080;06/09/2023 10:45;37,76;6,72E+07;1,776;;;;;;
23080;06/09/2023 14:45;48,16;8,32E+07;1,424;;;;;;
23080;06/09/2023 18:45;58;5,93E+07;1,192;;;;;;
23080;07/09/2023 6:30;77,04;1,30E+08;0,56;;;;;;
23080;07/09/2023 7:40;83,2;1,30E+08;0,568;;;;;;
23080;07/09/2023 10:00;82,4;1,26E+08;0,56;;;;;;
P23363;06/09/2023 14:45;21,6;5,50E+06;1,512;;;;;;
P23363;06/09/2023 18:45;21,68;1,39E+07;1,648;;;;;;
P23363;07/09/2023 6:30;28,08;3,34E+07;1,64;;;;;;
P23363;07/09/2023 10:30;33,04;5,31E+07;1,688;;;;;;
P23363;07/09/2023 14:30;39,92;5,02E+07;1,48;;;;;;
P23363;07/09/2023 18:30;48,56;6,84E+07;1,56;;;;;;
P23363;08/09/2023 8:00;74,16;1,15E+08;0,768;;;;;;
P23363;08/09/2023 10:00;74,4;1,15E+08;0,808;;;;;;
P23363;08/09/2023 11:00;76,08;1,62E+08;0,712;;;;;;
P23363;08/09/2023 12:00;77,92;1,52E+08;0,608;;;;;;
P23363;08/09/2023 13:15;77,12;9,95E+07;0,624;;;;;;
P23363;08/09/2023 15:30;84,8;1,65E+08;0,368;;;;;;
23081;13/09/2023 7:55;18,24;5,41E+06;1,592;;;;;;
23081;13/09/2023 11:55;18,32;8,86E+06;1,376;;;;;;
23081;13/09/2023 15:55;19,28;1,05E+07;1,576;;;;;;
23081;13/09/2023 19:55;20,16;2,46E+07;1,512;;;;;;
23081;14/09/2023 6:45;25,36;5,44E+07;1,304;;;;;;
23081;14/09/2023 10:45;32,08;7,08E+07;1,152;;;;;;
23081;14/09/2023 14:45;33,28;6,94E+07;1,104;;;;;;
23081;14/09/2023 18:45;36,16;7,61E+07;0,984;;;;;;
23081;15/09/2023 6:40;45,6;1,16E+08;0,84;;;;;;
23081;15/09/2023 7:40;49,36;1,04E+08;0,816;;;;;;
23081;15/09/2023 8:40;48,96;1,12E+08;0,808;;;;;;
23081;15/09/2023 9:50;50,72;1,09E+08;0,768;;;;;;
23081;15/09/2023 11:30;50,8;9,92E+07;NaN;;;;;;
23082;13/09/2023 7:55;16,32;3,59E+06;2,208;;;;;;
23082;13/09/2023 11:55;17,04;6,85E+06;1,968;;;;;;
23082;13/09/2023 15:55;18,48;8,67E+06;1,968;;;;;;
23082;13/09/2023 19:55;19,92;1,72E+07;2,144;;;;;;
23082;14/09/2023 6:45;28,56;5,58E+07;1,792;;;;;;
23082;14/09/2023 10:45;39,68;6,29E+07;1,504;;;;;;
23082;14/09/2023 14:45;45,68;4,90E+07;1,456;;;;;;
23082;14/09/2023 18:45;53,36;5,34E+07;1,176;;;;;;
23082;15/09/2023 6:40;52,48;1,28E+08;0,888;;;;;;
23082;15/09/2023 7:40;56,8;1,24E+08;0,96;;;;;;
23082;15/09/2023 8:40;59,76;1,18E+08;0,84;;;;;;
23082;15/09/2023 10:10;59,44;1,29E+08;0,808;;;;;;
23082;15/09/2023 11:10;60,32;1,14E+08;0,76;;;;;;
23082;15/09/2023 12:00;65,04;1,50E+08;0,68;;;;;;
23082;15/09/2023 13:00;67,68;1,55E+08;0,568;;;;;;
23082;15/09/2023 15:00;74,24;9,55E+07;0,448;;;;;;
23083;12/09/2023 8:40;16,96;7,30E+06;1,88;;;;;;
23083;12/09/2023 12:40;17,36;1,33E+07;2,312;;;;;;
23083;12/09/2023 16:40;18,4;1,50E+07;2,136;;;;;;
23083;12/09/2023 20:40;20,08;2,68E+07;2,568;;;;;;
23083;13/09/2023 6:30;28,96;8,10E+07;2,152;;;;;;
23083;13/09/2023 10:30;35,76;8,23E+07;2,248;;;;;;
23083;13/09/2023 14:30;42,08;9,20E+07;1,84;;;;;;
23083;13/09/2023 18:30;48,24;1,64E+08;1,784;;;;;;
23083;14/09/2023 6:30;52,56;1,08E+08;1,408;;;;;;
23083;14/09/2023 7:40;54,16;7,04E+07;1,272;;;;;;
23083;14/09/2023 10:30;53,84;1,03E+08;1,136;;;;;;
23084;12/09/2023 8:40;17,44;5,87E+06;1,768;;;;;;
23084;12/09/2023 12:40;18,08;1,02E+07;2,216;;;;;;
23084;12/09/2023 16:40;18,24;1,29E+07;1,92;;;;;;
23084;12/09/2023 20:40;21,28;2,60E+07;2,224;;;;;;
23084;13/09/2023 6:30;33,12;6,11E+07;1,824;;;;;;
23084;13/09/2023 10:30;41,84;6,69E+07;1,728;;;;;;
23084;13/09/2023 14:30;49,76;7,61E+07;1,512;;;;;;
23084;13/09/2023 18:30;57,84;7,91E+07;1,264;;;;;;
23084;14/09/2023 6:30;73,92;1,42E+08;0,52;;;;;;
23084;14/09/2023 7:40;80,8;9,76E+07;0,416;;;;;;
23084;14/09/2023 9:00;80;1,87E+08;0,336;;;;;;
23084;14/09/2023 10:00;83,2;1,40E+08;0;;;;;;
23084;14/09/2023 14:00;79,44;1,15E+08;0;;;;;;
23085;25/09/2023 9:00;16,32;5,66E+06;2,096;;;;;;
23085;25/09/2023 13:00;16,88;6,22E+06;1,936;;;;;;
23085;25/09/2023 17:00;17,68;1,12E+07;1,944;;;;;;
23085;25/09/2023 21:00;19,68;2,68E+07;1,768;;;;;;
23085;26/09/2023 8:30;32,32;5,64E+07;1,576;;;;;;
23085;26/09/2023 12:30;37,12;8,45E+07;1,688;;;;;;
23085;26/09/2023 16:30;44,32;8,42E+07;1,424;;;;;;
23085;26/09/2023 20:30;51,04;9,23E+07;1,2;;;;;;
